181,person,0.74,2,349,257,423,444,0,0,0,0,0,0,
182,person,0.74,2,355,259,425,443,0,0,0,0,0,0,
183,person,0.76,2,360,262,428,442,0,0,0,0,0,0,
184,person,0.76,2,366,263,430,440,0,0,0,0,0,0,
185,person,0.74,2,373,261,434,439,0,0,0,0,0,0,
186,person,0.75,2,379,258,439,440,0,0,0,0,0,0,
187,person,0.75,2,382,258,444,440,0,0,0,0,0,0,
188,person,0.78,2,386,257,448,438,0,0,0,0,0,0,
189,person,0.76,2,392,257,452,437,0,0,0,0,0,0,
190,person,0.73,2,395,263,458,437,0,0,0,0,0,0,
191,person,0.74,2,397,269,465,438,0,0,0,0,0,0,
192,person,0.75,2,399,271,468,438,0,0,0,0,0,0,
193,person,0.77,2,400,275,472,438,0,0,0,0,0,0,
194,person,0.72,2,400,269,474,438,0,0,0,0,0,0,
195,person,0.73,2,401,267,476,438,0,0,0,0,0,0,
196,person,0.74,2,404,270,476,437,0,0,0,0,0,0,
197,person,0.74,2,409,270,478,436,0,0,0,0,0,0,
198,person,0.75,2,414,269,478,435,0,0,0,0,0,0,
199,person,0.75,2,419,270,478,432,0,0,0,0,0,0,
200,person,0.73,2,424,268,480,432,0,0,0,0,0,0,
201,person,0.75,2,428,263,484,431,0,0,0,0,0,0,
202,person,0.73,2,431,258,486,430,0,0,0,0,0,0,
203,person,0.28,2,434,262,486,428,0,0,0,0,0,0,
204,person,0.76,2,436,262,488,429,0,0,0,0,0,0,
205,person,0.77,2,437,262,491,430,0,0,0,0,0,0,
206,person,0.76,2,440,267,493,430,0,0,0,0,0,0,
207,person,0.71,2,443,273,495,432,0,0,0,0,0,0,
208,person,0.63,2,444,275,498,432,0,0,0,0,0,0,
209,person,0.66,2,446,275,501,432,0,0,0,0,0,0,
210,person,0.71,2,449,276,502,431,0,0,0,0,0,0,
211,person,0.6,2,453,276,506,429,0,0,0,0,0,0,
212,person,0.63,2,456,264,511,429,0,0,0,0,0,0,
213,person,0.7,2,459,262,514,427,0,0,0,0,0,0,
214,person,0.74,2,461,263,517,426,0,0,0,0,0,0,
215,person,0.7,2,463,263,520,426,0,0,0,0,0,0,
216,person,0.61,2,468,263,523,427,0,0,0,0,0,0,
217,person,0.36,2,472,269,524,425,0,0,0,0,0,0,
218,person,0.66,2,474,269,527,423,0,0,0,0,0,0,
219,person,0.6,2,475,272,530,422,0,0,0,0,0,0,
220,person,0.62,2,478,274,535,423,0,0,0,0,0,0,
221,person,0.72,2,477,275,540,423,0,0,0,0,0,0,
222,person,0.69,2,478,274,542,423,0,0,0,0,0,0,
223,person,0.68,2,481,269,542,422,0,0,0,0,0,0,
224,person,0.63,2,482,267,544,421,0,0,0,0,0,0,
225,person,0.67,2,487,268,545,423,0,0,0,0,0,0,
226,person,0.66,2,494,269,545,421,0,0,0,0,0,0,
227,person,0.64,2,498,269,547,421,0,0,0,0,0,0,
228,person,0.72,2,501,270,549,421,0,0,0,0,0,0,
229,person,0.73,2,503,270,550,420,0,0,0,0,0,0,
230,person,0.61,2,505,272,553,420,0,0,0,0,0,0,
231,person,0.55,2,506,275,555,421,0,0,0,0,0,0,
232,person,0.7,2,507,273,558,420,0,0,0,0,0,0,
233,person,0.7,2,507,279,559,419,0,0,0,0,0,0,
234,person,0.72,2,507,278,562,419,0,0,0,0,0,0,
235,person,0.74,2,510,275,564,420,0,0,0,0,0,0,
236,person,0.76,2,511,273,565,420,0,0,0,0,0,0,
237,person,0.69,2,513,273,568,420,0,0,0,0,0,0,
238,person,0.67,2,517,272,571,420,0,0,0,0,0,0,
239,person,0.69,2,520,271,573,417,0,0,0,0,0,0,
240,person,0.75,2,524,270,576,417,0,0,0,0,0,0,
241,person,0.77,2,526,267,579,415,0,0,0,0,0,0,
242,person,0.78,2,530,269,582,415,0,0,0,0,0,0,
243,person,0.78,2,532,267,583,415,0,0,0,0,0,0,
244,person,0.79,2,533,268,585,415,0,0,0,0,0,0,
245,person,0.77,2,533,271,589,414,0,0,0,0,0,0,
246,person,0.72,2,534,274,592,413,0,0,0,0,0,0,
247,person,0.7,2,536,273,592,413,0,0,0,0,0,0,
248,person,0.74,2,538,275,594,413,0,0,0,0,0,0,
249,person,0.74,2,542,275,595,412,0,0,0,0,0,0,
250,person,0.74,2,544,275,596,410,0,0,0,0,0,0,
251,person,0.75,2,548,274,597,409,0,0,0,0,0,0,
252,person,0.74,2,551,274,600,412,0,0,0,0,0,0,
253,person,0.75,2,553,271,602,414,0,0,0,0,0,0,
254,person,0.79,2,556,272,605,411,0,0,0,0,0,0,
255,person,0.68,2,557,274,606,412,0,0,0,0,0,0,
256,person,0.51,2,560,275,606,411,0,0,0,0,0,0,
257,person,0.12,2,564,278,608,410,0,0,0,0,0,0,
258,person,0.14,2,566,279,610,408,0,0,0,0,0,0,
259,person,0.18,2,568,280,612,411,0,0,0,0,0,0,
261,person,0.57,2,569,280,617,411,0,0,0,0,0,0,
262,person,0.45,2,569,280,618,410,0,0,0,0,0,0,
263,person,0.68,2,571,279,620,410,0,0,0,0,0,0,
264,person,0.71,2,574,277,621,411,0,0,0,0,0,0,
265,person,0.72,2,576,276,622,413,0,0,0,0,0,0,
266,person,0.57,2,577,278,625,410,0,0,0,0,0,0,
267,person,0.26,2,581,280,625,407,0,0,0,0,0,0,
268,person,0.69,2,583,276,626,408,0,0,0,0,0,0,
269,person,0.74,2,585,275,628,409,0,0,0,0,0,0,
270,person,0.64,2,586,277,630,408,0,0,0,0,0,0,
271,person,0.13,2,589,279,631,402,0,0,0,0,0,0,
272,person,0.34,2,590,278,633,401,0,0,0,0,0,0,
273,person,0.34,2,592,280,635,401,0,0,0,0,0,0,
274,person,0.42,2,594,281,637,401,0,0,0,0,0,0,
275,person,0.42,2,595,281,639,401,0,0,0,0,0,0,
276,person,0.57,2,597,281,641,401,0,0,0,0,0,0,
277,person,0.7,2,599,277,644,403,0,0,0,0,0,0,
278,person,0.54,2,602,278,647,403,0,0,0,0,0,0,
279,person,0.58,2,602,278,649,403,0,0,0,0,0,0,
279,person,0.78,7,0,297,53,508,0,0,0,0,0,0,
280,person,0.72,2,604,276,653,401,0,0,0,0,0,0,
280,person,0.56,7,0,287,53,507,0,0,0,0,0,0,
281,person,0.69,2,606,278,654,401,0,0,0,0,0,0,
281,person,0.77,7,0,284,55,508,0,0,0,0,0,0,
282,person,0.74,2,608,273,655,402,0,0,0,0,0,0,
282,person,0.82,7,0,269,58,508,0,0,0,0,0,0,
283,person,0.74,2,610,268,659,402,0,0,0,0,0,0,
283,person,0.84,7,0,247,60,508,0,0,0,0,0,0,
284,person,0.71,2,612,268,659,401,0,0,0,0,0,0,
284,person,0.83,7,0,237,62,508,0,0,0,0,0,0,
285,person,0.69,2,614,268,662,398,0,0,0,0,0,0,
285,person,0.8,7,0,232,64,507,0,0,0,0,0,0,
286,person,0.66,2,616,270,663,398,0,0,0,0,0,0,
286,person,0.83,7,0,232,69,507,0,0,0,0,0,0,
287,person,0.69,2,617,271,664,397,0,0,0,0,0,0,
287,person,0.82,7,0,233,74,507,0,0,0,0,0,0,
288,person,0.71,2,618,271,665,398,0,0,0,0,0,0,
288,person,0.83,7,0,235,79,506,0,0,0,0,0,0,
289,person,0.72,2,619,273,665,399,0,0,0,0,0,0,
289,person,0.82,7,0,237,87,505,0,0,0,0,0,0,
290,person,0.68,2,619,275,665,399,0,0,0,0,0,0,
290,person,0.83,7,2,238,95,504,0,0,0,0,0,0,
291,person,0.76,2,621,276,667,400,0,0,0,0,0,0,
291,person,0.78,7,4,240,101,502,0,0,0,0,0,0,
292,person,0.69,2,622,278,668,401,0,0,0,0,0,0,
292,person,0.85,7,6,240,105,502,0,0,0,0,0,0,
293,person,0.68,2,624,277,668,401,0,0,0,0,0,0,
293,person,0.84,7,7,239,109,502,0,0,0,0,0,0,
294,person,0.7,2,624,277,670,398,0,0,0,0,0,0,
294,person,0.82,7,5,239,113,501,0,0,0,0,0,0,
295,person,0.72,2,624,278,672,398,0,0,0,0,0,0,
295,person,0.82,7,9,237,114,500,0,0,0,0,0,0,
296,person,0.65,2,624,278,674,398,0,0,0,0,0,0,
296,person,0.85,7,3,239,118,498,0,0,0,0,0,0,
297,person,0.71,2,624,275,677,400,0,0,0,0,0,0,
297,person,0.8,7,1,239,123,495,0,0,0,0,0,0,
298,person,0.63,2,624,273,679,398,0,0,0,0,0,0,
298,person,0.8,7,3,239,127,494,0,0,0,0,0,0,
299,person,0.67,2,625,272,680,397,0,0,0,0,0,0,
299,person,0.73,7,8,238,130,492,0,0,0,0,0,0,
300,person,0.6,2,632,274,680,396,0,0,0,0,0,0,
300,person,0.66,7,13,241,131,491,0,0,0,0,0,0,
301,person,0.49,2,636,278,680,395,0,0,0,0,0,0,
301,person,0.64,7,18,243,133,490,0,0,0,0,0,0,
302,person,0.6,2,638,279,681,395,0,0,0,0,0,0,
302,person,0.52,7,28,243,130,493,0,0,0,0,0,0,
303,person,0.57,2,641,281,681,396,0,0,0,0,0,0,
303,person,0.68,7,40,243,161,493,0,0,0,0,0,0,
304,person,0.38,2,642,283,682,396,0,0,0,0,0,0,
304,person,0.79,7,45,245,176,493,0,0,0,0,0,0,
305,person,0.69,2,644,283,683,397,0,0,0,0,0,0,
305,person,0.85,7,64,250,183,493,0,0,0,0,0,0,
306,person,0.69,2,645,281,686,398,0,0,0,0,0,0,
306,person,0.84,7,71,250,187,493,0,0,0,0,0,0,
307,person,0.66,2,647,280,688,400,0,0,0,0,0,0,
307,person,0.75,7,75,253,190,492,0,0,0,0,0,0,
308,person,0.72,2,648,276,690,400,0,0,0,0,0,0,
308,person,0.59,7,81,251,190,491,0,0,0,0,0,0,
309,person,0.59,2,648,275,691,399,0,0,0,0,0,0,
309,person,0.62,7,100,252,190,489,0,0,0,0,0,0,
310,person,0.62,2,649,274,691,399,0,0,0,0,0,0,
310,person,0.65,7,102,269,191,487,0,0,0,0,0,0,
310,person,0.66,9,62,251,125,484,0,0,0,0,0,0,
311,person,0.54,2,648,274,692,398,0,0,0,0,0,0,
311,person,0.79,7,109,258,195,488,0,0,0,0,0,0,
311,person,0.68,9,68,247,128,483,0,0,0,0,0,0,
312,person,0.19,2,648,272,693,395,0,0,0,0,0,0,
312,person,0.72,7,117,256,198,488,0,0,0,0,0,0,
312,person,0.66,9,76,250,135,484,0,0,0,0,0,0,
313,person,0.64,7,125,250,201,487,0,0,0,0,0,0,
313,person,0.68,9,81,260,137,481,0,0,0,0,0,0,
314,person,0.59,7,130,245,201,485,0,0,0,0,0,0,
314,person,0.68,9,87,255,148,482,0,0,0,0,0,0,
315,person,0.68,7,136,244,209,485,0,0,0,0,0,0,
315,person,0.68,9,91,255,148,481,0,0,0,0,0,0,
316,person,0.68,7,141,247,214,485,0,0,0,0,0,0,
316,person,0.73,9,95,255,153,479,0,0,0,0,0,0,
316,person,0.55,2,655,271,696,394,0,0,0,0,0,0,
317,person,0.7,7,146,259,221,483,0,0,0,0,0,0,
317,person,0.76,9,98,257,158,478,0,0,0,0,0,0,
317,person,0.41,2,657,270,697,393,0,0,0,0,0,0,
318,person,0.74,7,150,254,229,482,0,0,0,0,0,0,
318,person,0.72,9,101,257,166,477,0,0,0,0,0,0,
318,person,0.64,2,657,269,699,396,0,0,0,0,0,0,
319,person,0.72,7,152,256,236,480,0,0,0,0,0,0,
319,person,0.66,9,107,257,173,476,0,0,0,0,0,0,
319,person,0.62,2,658,269,700,398,0,0,0,0,0,0,
320,person,0.75,7,154,257,242,479,0,0,0,0,0,0,
320,person,0.62,9,109,256,178,477,0,0,0,0,0,0,
320,person,0.64,2,659,269,700,397,0,0,0,0,0,0,
321,person,0.74,7,156,253,245,478,0,0,0,0,0,0,
321,person,0.64,9,111,254,181,477,0,0,0,0,0,0,
321,person,0.64,2,663,268,702,393,0,0,0,0,0,0,
322,person,0.66,7,163,251,246,477,0,0,0,0,0,0,
322,person,0.62,9,114,252,185,475,0,0,0,0,0,0,
322,person,0.65,2,665,267,705,393,0,0,0,0,0,0,
323,person,0.73,7,167,251,247,478,0,0,0,0,0,0,
323,person,0.69,9,117,254,187,473,0,0,0,0,0,0,
323,person,0.63,2,666,268,707,394,0,0,0,0,0,0,
324,person,0.71,7,177,256,253,478,0,0,0,0,0,0,
324,person,0.68,9,120,257,190,474,0,0,0,0,0,0,
324,person,0.65,2,666,270,708,394,0,0,0,0,0,0,
325,person,0.67,7,184,255,255,476,0,0,0,0,0,0,
325,person,0.66,9,121,257,194,470,0,0,0,0,0,0,
325,person,0.53,2,667,273,709,391,0,0,0,0,0,0,
326,person,0.68,7,189,250,261,475,0,0,0,0,0,0,
326,person,0.75,9,128,254,201,470,0,0,0,0,0,0,
326,person,0.29,2,667,275,710,388,0,0,0,0,0,0,
327,person,0.69,7,194,251,264,477,0,0,0,0,0,0,
327,person,0.76,9,132,254,208,470,0,0,0,0,0,0,
327,person,0.45,2,669,274,711,388,0,0,0,0,0,0,
328,person,0.71,7,198,251,267,476,0,0,0,0,0,0,
328,person,0.8,9,137,253,213,470,0,0,0,0,0,0,
328,person,0.44,2,669,273,712,386,0,0,0,0,0,0,
329,person,0.66,7,203,259,276,476,0,0,0,0,0,0,
329,person,0.8,9,140,257,219,470,0,0,0,0,0,0,
329,person,0.16,2,672,276,713,386,0,0,0,0,0,0,
330,person,0.61,7,209,261,289,475,0,0,0,0,0,0,
330,person,0.83,9,145,261,221,470,0,0,0,0,0,0,
330,person,0.22,2,674,276,715,388,0,0,0,0,0,0,
331,person,0.71,7,215,262,298,472,0,0,0,0,0,0,
331,person,0.87,9,152,261,222,471,0,0,0,0,0,0,
331,person,0.31,2,675,280,716,388,0,0,0,0,0,0,
332,person,0.72,7,218,254,306,471,0,0,0,0,0,0,
332,person,0.79,9,155,259,225,470,0,0,0,0,0,0,
332,person,0.42,2,676,282,718,389,0,0,0,0,0,0,
333,person,0.71,7,217,253,310,471,0,0,0,0,0,0,
333,person,0.8,9,158,255,228,469,0,0,0,0,0,0,
333,person,0.42,2,677,284,719,392,0,0,0,0,0,0,
334,person,0.73,7,219,252,315,473,0,0,0,0,0,0,
334,person,0.78,9,162,254,235,471,0,0,0,0,0,0,
334,person,0.51,2,680,282,719,391,0,0,0,0,0,0,
335,person,0.78,7,219,251,318,473,0,0,0,0,0,0,
335,person,0.76,9,165,254,238,470,0,0,0,0,0,0,
335,person,0.54,2,681,281,721,391,0,0,0,0,0,0,
336,person,0.77,7,217,252,320,474,0,0,0,0,0,0,
336,person,0.76,9,167,254,240,467,0,0,0,0,0,0,
336,person,0.56,2,683,280,722,391,0,0,0,0,0,0,
337,person,0.74,7,220,252,321,473,0,0,0,0,0,0,
337,person,0.77,9,171,254,246,463,0,0,0,0,0,0,
337,person,0.6,2,686,281,723,390,0,0,0,0,0,0,
338,person,0.59,7,230,251,322,473,0,0,0,0,0,0,
338,person,0.76,9,178,254,254,464,0,0,0,0,0,0,
338,person,0.56,2,687,282,724,390,0,0,0,0,0,0,
339,person,0.72,7,237,258,321,472,0,0,0,0,0,0,
339,person,0.77,9,181,256,253,463,0,0,0,0,0,0,
339,person,0.58,2,688,282,724,391,0,0,0,0,0,0,
340,person,0.78,7,248,258,321,469,0,0,0,0,0,0,
340,person,0.77,9,186,256,256,463,0,0,0,0,0,0,
340,person,0.6,2,688,281,724,388,0,0,0,0,0,0,
341,person,0.77,7,255,255,325,469,0,0,0,0,0,0,
341,person,0.78,9,190,257,258,463,0,0,0,0,0,0,
341,person,0.61,2,688,280,724,387,0,0,0,0,0,0,
342,person,0.76,7,259,250,329,468,0,0,0,0,0,0,
342,person,0.73,9,193,257,259,461,0,0,0,0,0,0,
342,person,0.42,2,689,279,725,386,0,0,0,0,0,0,
343,person,0.78,7,262,251,334,466,0,0,0,0,0,0,
343,person,0.74,9,197,259,260,460,0,0,0,0,0,0,
343,person,0.43,2,690,280,725,386,0,0,0,0,0,0,
344,person,0.82,7,265,255,338,464,0,0,0,0,0,0,
344,person,0.7,9,200,263,273,461,0,0,0,0,0,0,
344,person,0.6,2,689,281,725,385,0,0,0,0,0,0,
345,person,0.85,7,269,255,342,466,0,0,0,0,0,0,
345,person,0.74,9,202,260,288,464,0,0,0,0,0,0,
345,person,0.71,2,690,280,725,386,0,0,0,0,0,0,
346,person,0.78,7,274,257,347,467,0,0,0,0,0,0,
346,person,0.73,9,204,259,297,464,0,0,0,0,0,0,
346,person,0.73,2,690,281,725,389,0,0,0,0,0,0,
347,person,0.77,7,276,260,354,467,0,0,0,0,0,0,
347,person,0.78,9,205,261,289,463,0,0,0,0,0,0,
347,person,0.73,2,690,280,725,390,0,0,0,0,0,0,
348,person,0.76,7,280,262,358,467,0,0,0,0,0,0,
348,person,0.73,9,208,261,288,462,0,0,0,0,0,0,
348,person,0.68,2,690,280,725,388,0,0,0,0,0,0,
349,person,0.73,7,284,264,360,466,0,0,0,0,0,0,
349,person,0.73,9,213,262,292,461,0,0,0,0,0,0,
349,person,0.74,2,690,281,725,387,0,0,0,0,0,0,
350,person,0.73,7,287,267,363,466,0,0,0,0,0,0,
350,person,0.74,9,220,261,297,457,0,0,0,0,0,0,
350,person,0.74,2,690,282,727,388,0,0,0,0,0,0,
351,person,0.79,7,290,262,366,465,0,0,0,0,0,0,
351,person,0.78,9,227,259,301,455,0,0,0,0,0,0,
351,person,0.69,2,690,283,728,388,0,0,0,0,0,0,
352,person,0.79,7,294,258,370,463,0,0,0,0,0,0,
352,person,0.81,9,235,258,303,454,0,0,0,0,0,0,
352,person,0.68,2,691,283,729,388,0,0,0,0,0,0,
353,person,0.75,7,298,258,372,462,0,0,0,0,0,0,
353,person,0.83,9,239,256,305,452,0,0,0,0,0,0,
353,person,0.68,2,691,284,729,389,0,0,0,0,0,0,
354,person,0.75,7,304,253,376,462,0,0,0,0,0,0,
354,person,0.83,9,240,259,309,452,0,0,0,0,0,0,
354,person,0.7,2,691,285,728,389,0,0,0,0,0,0,
355,person,0.78,7,305,254,378,463,0,0,0,0,0,0,
355,person,0.84,9,245,261,313,453,0,0,0,0,0,0,
355,person,0.72,2,692,286,729,389,0,0,0,0,0,0,
356,person,0.77,7,308,254,380,463,0,0,0,0,0,0,
356,person,0.82,9,247,261,317,454,0,0,0,0,0,0,
356,person,0.66,2,693,286,730,387,0,0,0,0,0,0,
357,person,0.76,7,315,255,385,463,0,0,0,0,0,0,
357,person,0.8,9,249,260,322,455,0,0,0,0,0,0,
357,person,0.63,2,693,285,730,387,0,0,0,0,0,0,
358,person,0.63,7,322,258,393,460,0,0,0,0,0,0,
358,person,0.8,9,252,259,325,455,0,0,0,0,0,0,
358,person,0.61,2,694,285,730,387,0,0,0,0,0,0,
359,person,0.71,7,328,265,401,457,0,0,0,0,0,0,
359,person,0.78,9,256,260,330,454,0,0,0,0,0,0,
359,person,0.57,2,696,286,731,388,0,0,0,0,0,0,
360,person,0.65,7,329,264,408,456,0,0,0,0,0,0,
360,person,0.8,9,259,262,333,453,0,0,0,0,0,0,
360,person,0.63,2,697,286,732,388,0,0,0,0,0,0,
361,person,0.67,7,331,260,412,456,0,0,0,0,0,0,
361,person,0.83,9,263,264,337,452,0,0,0,0,0,0,
361,person,0.63,2,698,286,733,388,0,0,0,0,0,0,
362,person,0.65,7,333,260,414,458,0,0,0,0,0,0,
362,person,0.83,9,267,264,341,453,0,0,0,0,0,0,
362,person,0.63,2,699,285,734,387,0,0,0,0,0,0,
363,person,0.69,7,329,261,414,460,0,0,0,0,0,0,
363,person,0.81,9,271,265,344,453,0,0,0,0,0,0,
363,person,0.58,2,700,284,735,386,0,0,0,0,0,0,
364,person,0.65,7,331,259,416,461,0,0,0,0,0,0,
364,person,0.81,9,276,265,348,452,0,0,0,0,0,0,
364,person,0.56,2,700,283,737,385,0,0,0,0,0,0,
365,person,0.65,7,334,257,416,458,0,0,0,0,0,0,
365,person,0.84,9,278,262,349,450,0,0,0,0,0,0,
365,person,0.58,2,700,280,737,386,0,0,0,0,0,0,
366,person,0.74,7,343,258,418,457,0,0,0,0,0,0,
366,person,0.83,9,283,260,353,449,0,0,0,0,0,0,
366,person,0.55,2,701,278,738,386,0,0,0,0,0,0,
367,person,0.75,7,349,256,421,457,0,0,0,0,0,0,
367,person,0.8,9,286,259,356,449,0,0,0,0,0,0,
367,person,0.34,2,701,278,740,385,0,0,0,0,0,0,
368,person,0.81,7,353,257,423,456,0,0,0,0,0,0,
368,person,0.86,9,291,260,357,449,0,0,0,0,0,0,
368,person,0.17,2,701,281,741,384,0,0,0,0,0,0,
369,person,0.81,7,357,256,425,455,0,0,0,0,0,0,
369,person,0.79,9,295,259,361,448,0,0,0,0,0,0,
369,person,0.11,2,702,285,741,383,0,0,0,0,0,0,
370,person,0.76,7,362,255,427,455,0,0,0,0,0,0,
370,person,0.79,9,299,262,363,448,0,0,0,0,0,0,
370,person,0.31,2,704,285,742,383,0,0,0,0,0,0,
371,person,0.78,7,363,256,431,456,0,0,0,0,0,0,
371,person,0.78,9,301,264,363,448,0,0,0,0,0,0,
371,person,0.22,2,705,286,741,384,0,0,0,0,0,0,
372,person,0.85,7,365,257,435,455,0,0,0,0,0,0,
372,person,0.71,9,305,263,370,448,0,0,0,0,0,0,
372,person,0.14,2,709,287,741,384,0,0,0,0,0,0,
373,person,0.8,7,370,264,438,453,0,0,0,0,0,0,
373,person,0.65,9,308,267,365,448,0,0,0,0,0,0,
373,person,0.17,2,711,287,744,382,0,0,0,0,0,0,
374,person,0.79,7,373,264,441,454,0,0,0,0,0,0,
374,person,0.71,9,312,270,371,448,0,0,0,0,0,0,
374,person,0.36,2,711,285,746,383,0,0,0,0,0,0,
375,person,0.81,7,376,263,444,454,0,0,0,0,0,0,
375,person,0.74,9,314,272,378,448,0,0,0,0,0,0,
375,person,0.57,2,712,283,748,385,0,0,0,0,0,0,
376,person,0.78,7,379,263,447,453,0,0,0,0,0,0,
376,person,0.74,9,312,271,381,448,0,0,0,0,0,0,
376,person,0.66,2,712,283,748,385,0,0,0,0,0,0,
377,person,0.81,7,381,264,449,452,0,0,0,0,0,0,
377,person,0.76,9,313,271,385,447,0,0,0,0,0,0,
377,person,0.66,2,713,283,748,384,0,0,0,0,0,0,
378,person,0.8,7,386,265,452,452,0,0,0,0,0,0,
378,person,0.71,9,317,271,393,448,0,0,0,0,0,0,
378,person,0.65,2,713,280,749,383,0,0,0,0,0,0,
379,person,0.8,7,391,265,454,451,0,0,0,0,0,0,
379,person,0.76,9,321,269,399,447,0,0,0,0,0,0,
